isolate_id,source_isolate_id,run_accession,sample_accession,country,source_type,source_detail,invasive,year,lineage,sequence_type,clonal_complex,source_group,in_CC25_tree,in_ST335_tree,CC25_order,ST335_order,experiment_accession,accession_basis,XDR_genomic_profile,MDR_genomic_profile,CARB_R_genomic_marker,MAC_R_genomic_marker,genomic_determinants,AMRFinder_class_count,filtered_determinant_count,phenotyped_Kenneth,XDR_phenotype,CC25_panel,ST335_panel,plot_label,matrix_position
CNSLL4,CNSLL4_S20_L001,ERR16714730,ERS29128535,Malawi,Human,Blood culture,Yes,2022,5,335,25,QECH clinical,1,1,51,51,ERX16105695,Supplied isolate accession workbook,1,1,0,0,blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,15,0,Other,CC25-02,ST335-02,CNSLL4 | ERR16714730,51
ERR9941258,ERR9941258,ERR9941258,ERS12446656,South Africa,Human,Stool,No,2022,5,335,25,Other,1,1,52,52,,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,17,0,Other,CC25-02,ST335-02,ERR9941258,52
ERR9929342,ERR9929342,ERR9929342,ERS12419513,South Africa,Human,Stool,No,2022,5,335,25,Other,1,1,53,53,,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,17,0,Other,CC25-02,ST335-02,ERR9929342,53
ERR9966382,ERR9966382,ERR9966382,ERS12472969,South Africa,Human,Stool,No,2022,5,335,25,Other,1,1,54,54,,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,17,0,Other,CC25-02,ST335-02,ERR9966382,54
CLL3JA,CLL3JA_S28_L001,ERR16714721,ERS29128526,Malawi,Human,Blood culture,Yes,2020,5,335,25,QECH clinical,1,1,55,55,ERX16105686,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,16,0,Other,CC25-02,ST335-02,CLL3JA | ERR16714721,55
CNS7YP,CNS7YP_S5_L001,ERR16714726,ERS29128531,Malawi,Human,Blood culture,Yes,2021,5,335,25,QECH clinical,1,1,56,56,ERX16105691,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,17,0,Other,CC25-02,ST335-02,CNS7YP | ERR16714726,56
BKRRIF,BKRRIF_S2_L001,ERR16714670,ERS29128475,Malawi,Human,CSF,Yes,2021,5,335,25,QECH clinical,1,1,57,57,ERX16105635,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,17,0,Other,CC25-02,ST335-02,BKRRIF | ERR16714670,57
CNS6QU,CNS6QU_S4_L001,ERR16714725,ERS29128530,Malawi,Human,Blood culture,Yes,2020,5,335,25,QECH clinical,1,1,58,58,ERX16105690,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,17,0,Other,CC25-02,ST335-02,CNS6QU | ERR16714725,58
44341_3_96,44341_3#96,ERR16714666,ERS29128471,Malawi,River,Water associated sample,No,2020,5,335,25,River water,1,1,59,59,ERX16105631,Supplied isolate accession workbook,0,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,16,0,Other,CC25-02,ST335-02,44341_3_96 | ERR16714666,59
44341_3_21,44341_3#21,ERR16714657,ERS29128462,Malawi,River,Water associated sample,No,2020,5,335,25,River water,1,1,60,60,ERX16105622,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,17,0,Other,CC25-02,ST335-02,44341_3_21 | ERR16714657,60
BKRMVD,BKRMVD_S15_L001,ERR16714669,ERS29128474,Malawi,Human,CSF,Yes,2020,5,335,25,QECH clinical,1,1,61,61,ERX16105634,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,17,0,Other,CC25-02,ST335-02,BKRMVD | ERR16714669,61
CAAYDF,CAAYDF_S3_L001,ERR16714681,ERS29128486,Malawi,Human,Blood culture,Yes,2020,5,335,25,QECH clinical,1,1,62,62,ERX16105646,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,17,0,Other,CC25-02,ST335-02,CAAYDF | ERR16714681,62
CAAXBN,CAAXBN_S10_L001,ERR16714679,ERS29128484,Malawi,Human,Blood culture,Yes,2019,5,335,25,QECH clinical,1,1,63,63,ERX16105644,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; sul1; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,15,0,Other,CC25-02,ST335-02,CAAXBN | ERR16714679,63
44341_3_165,44341_3#165,ERR16714656,ERS29128461,Malawi,River,Water associated sample,No,2020,5,335,25,River water,1,1,64,64,ERX16105621,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,17,0,Other,CC25-02,ST335-02,44341_3_165 | ERR16714656,64
44341_3_262,44341_3#262,ERR16714658,ERS29128463,Malawi,River,Water associated sample,No,2020,5,335,25,River water,1,1,65,65,ERX16105623,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,17,0,Other,CC25-02,ST335-02,44341_3_262 | ERR16714658,65
44341_3_265,44341_3#265,ERR16714659,ERS29128464,Malawi,River,Water associated sample,No,2020,5,335,25,River water,1,1,66,66,ERX16105624,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,17,0,Other,CC25-02,ST335-02,44341_3_265 | ERR16714659,66
44341_4_286,44341_4#286,ERR16714668,ERS29128473,Malawi,River,Water associated sample,No,2020,5,335,25,River water,1,1,67,67,ERX16105633,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,17,0,Other,CC25-03,ST335-03,44341_4_286 | ERR16714668,67
44341_3_268,44341_3#268,ERR16714660,ERS29128465,Malawi,River,Water associated sample,No,2020,5,335,25,River water,1,1,68,68,ERX16105625,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,17,0,Other,CC25-03,ST335-03,44341_3_268 | ERR16714660,68
44341_3_280,44341_3#280,ERR16714661,ERS29128466,Malawi,River,Water associated sample,No,2020,5,335,25,River water,1,1,69,69,ERX16105626,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,17,0,Other,CC25-03,ST335-03,44341_3_280 | ERR16714661,69
CAAP2A,CAAP2A_S14_L001,ERR16714672,ERS29128477,Malawi,Human,Blood culture,Yes,2019,5,335,25,QECH clinical,1,1,70,70,ERX16105637,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,17,0,Other,CC25-03,ST335-03,CAAP2A | ERR16714672,70
CNSFP4,CNSFP4_S1_L001,ERR16714728,ERS29128533,Malawi,Human,Blood culture,Yes,2022,5,335,25,QECH clinical,1,1,71,71,ERX16105693,Supplied isolate accession workbook,0,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; tet(A); sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,15,0,Other,CC25-03,ST335-03,CNSFP4 | ERR16714728,71
CNSDXZ,CNSDXZ_S1_L001,ERR16714727,ERS29128532,Malawi,Human,Blood culture,Yes,2021,5,335,25,QECH clinical,1,1,72,72,ERX16105692,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,17,0,Other,CC25-03,ST335-03,CNSDXZ | ERR16714727,72
CAAQXB,CAAQXB_S13_L001,ERR16714675,ERS29128480,Malawi,Human,Blood culture,Yes,2019,5,335,25,QECH clinical,1,1,73,73,ERX16105640,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,16,0,Other,CC25-03,ST335-03,CAAQXB | ERR16714675,73
CAAR9T,CAAR9T_S6_L001,ERR16714676,ERS29128481,Malawi,Human,Blood culture,Yes,2019,5,335,25,QECH clinical,1,1,74,74,ERX16105641,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,16,0,Other,CC25-03,ST335-03,CAAR9T | ERR16714676,74
CAAQUT,CAAQUT_S12_L001,ERR16714674,ERS29128479,Malawi,Human,Blood culture,Yes,2018,5,335,25,QECH clinical,1,1,75,75,ERX16105639,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,16,0,Other,CC25-03,ST335-03,CAAQUT | ERR16714674,75
CAARE3,CAARE3_S13_L001,ERR16714677,ERS29128482,Malawi,Human,Blood culture,Yes,2019,5,335,25,QECH clinical,1,1,76,76,ERX16105642,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,16,0,Other,CC25-03,ST335-03,CAARE3 | ERR16714677,76
CLL6CH,CLL6CH_S17_L001,ERR16714722,ERS29128527,Malawi,Human,Blood culture,Yes,2022,5,335,25,QECH clinical,1,1,77,77,ERX16105687,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,16,0,Other,CC25-03,ST335-03,CLL6CH | ERR16714722,77
ERR10438737,ERR10438737,ERR10438737,ERS13617319,Mozambique,Human,Blood culture,Yes,2020,5,335,25,Other,1,1,78,78,,Supplied isolate accession workbook,1,1,0,0,blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,15,0,Other,CC25-03,ST335-03,ERR10438737,78
ERR10113269,ERR10113269,ERR10113269,ERS12799913,South Africa,Human,Stool,No,2022,5,335,25,Other,1,1,79,79,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; floR; dfrA14; blaCTX-M-15; qnrB1; mph(A); tet(A); sul2; aac(3)-IIe; aac(6')-Ib-cr5; aph(3'')-Ib; aph(6)-Id,9,12,0,Other,CC25-03,ST335-03,ERR10113269,79
ERR6752971,ERR6752971,ERR6752971,ERS7770191,South Africa,Human,Stool,No,2020,5,335,25,Other,1,1,80,80,,Supplied isolate accession workbook,1,1,0,1,blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,18,0,Other,CC25-03,ST335-03,ERR6752971,80
ERR5751227,ERR5751227,ERR5751227,ERS6282873,South Africa,Human,Stool,No,2020,5,335,25,Other,1,1,81,81,,Supplied isolate accession workbook,1,1,0,1,blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; floR; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,18,0,Other,CC25-03,ST335-03,ERR5751227,81
ERR9976609,ERR9976609,ERR9976609,ERS12496855,South Africa,Human,Stool,No,2021,5,335,25,Other,1,1,82,82,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,19,0,Other,CC25-03,ST335-03,ERR9976609,82
ERR11219800,ERR11219800,ERR11219800,ERS14904180,South Africa,Human,Stool,No,2022,5,335,25,Other,1,1,83,83,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,19,0,Other,CC25-03,ST335-03,ERR11219800,83
ERR12142619,ERR12142619,ERR12142619,ERS16508086,South Africa,Human,Stool,No,2023,5,335,25,Other,1,1,84,84,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,19,0,Other,CC25-03,ST335-03,ERR12142619,84
ERR11747325,ERR11747325,ERR11747325,ERS16093247,South Africa,Human,Blood culture,Yes,2023,5,335,25,Other,1,1,85,85,,Supplied isolate accession workbook,1,1,1,1,blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); mph(E); msr(E); tet(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; armA; blaNDM-1; arr-2; ble,13,24,0,Other,CC25-03,ST335-03,ERR11747325,85
ERR11502778,ERR11502778,ERR11502778,ERS15562768,South Africa,Human,Blood culture,Yes,2023,5,335,25,Other,1,1,86,86,,Supplied isolate accession workbook,1,1,1,1,blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); mph(E); msr(E); tet(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; armA; blaNDM-1; arr-2; ble,13,24,0,Other,CC25-03,ST335-03,ERR11502778,86
ERR7197834,ERR7197834,ERR7197834,ERS8210686,South Africa,Human,Urine,No,2021,5,335,25,Other,1,1,87,87,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,19,0,Other,CC25-03,ST335-03,ERR7197834,87
ERR9079758,ERR9079758,ERR9079758,ERS10862849,South Africa,Human,Blood culture,Yes,2021,5,335,25,Other,1,1,88,88,,Supplied isolate accession workbook,1,1,1,1,blaTEM-1; blaOXA-1; floR; dfrA14; blaCTX-M-15; qnrB1; mph(A); mph(E); msr(E); tet(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aph(3'')-Ib; aph(6)-Id; armA; blaNDM-1; qacE; ble,12,20,0,Other,CC25-03,ST335-03,ERR9079758,88
ERR6806255,ERR6806255,ERR6806255,ERS7644978,South Africa,Human,Blood culture,Yes,2021,5,335,25,Other,1,1,89,89,,Supplied isolate accession workbook,1,1,1,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; blaOXA-48; arr-2; qacEdelta1,11,20,0,Other,CC25-03,ST335-03,ERR6806255,89
ERR6805990,ERR6805990,ERR6805990,ERS7644713,South Africa,Human,Rectal swab,No,2020,5,335,25,Other,1,1,90,90,,Supplied isolate accession workbook,0,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,18,0,Other,CC25-03,ST335-03,ERR6805990,90
ERR6806776,ERR6806776,ERR6806776,ERS7645497,South Africa,Human,Stool,No,2021,5,335,25,Other,1,1,91,91,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,19,0,Other,CC25-03,ST335-03,ERR6806776,91
ERR5750995,ERR5750995,ERR5750995,ERS6282641,South Africa,Human,Stool,No,2020,5,335,25,Other,1,1,92,92,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,19,0,Other,CC25-03,ST335-03,ERR5750995,92
ERR6806749,ERR6806749,ERR6806749,ERS7645470,South Africa,Human,Blood culture,Yes,2021,5,335,25,Other,1,1,93,93,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,19,0,Other,CC25-03,ST335-03,ERR6806749,93
ERR6805998,ERR6805998,ERR6805998,ERS7644721,South Africa,Human,Urine,No,2020,5,335,25,Other,1,1,94,94,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,19,0,Other,CC25-03,ST335-03,ERR6805998,94
ERR6806833,ERR6806833,ERR6806833,ERS7645554,South Africa,Human,Urine,No,2020,5,335,25,Other,1,1,95,95,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,19,0,Other,CC25-03,ST335-03,ERR6806833,95
ERR12080226,ERR12080226,ERR12080226,ERS16430401,South Africa,Human,Blood culture,Yes,2023,5,335,25,Other,1,1,96,96,,Supplied isolate accession workbook,0,0,0,0,floR; dfrA14; tet(A); sul2; aph(3'')-Ib; aph(6)-Id,5,6,0,Other,CC25-03,ST335-03,ERR12080226,96
ERR12321283,ERR12321283,ERR12321283,ERS17171917,South Africa,Human,Stool,No,2023,5,335,25,Other,1,1,97,97,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,19,0,Other,CC25-03,ST335-03,ERR12321283,97
ERR12321282,ERR12321282,ERR12321282,ERS17171916,South Africa,Human,Stool,No,2023,5,335,25,Other,1,1,98,98,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,19,0,Other,CC25-03,ST335-03,ERR12321282,98
ERR12067314,ERR12067314,ERR12067314,ERS16390336,South Africa,Human,Blood culture,Yes,2023,5,335,25,Other,1,1,99,99,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,19,0,Other,CC25-03,ST335-03,ERR12067314,99
ERR12321281,ERR12321281,ERR12321281,ERS17171915,South Africa,Human,Blood culture,Yes,2023,5,335,25,Other,1,1,100,100,,Supplied isolate accession workbook,1,1,1,1,blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); mph(E); msr(E); tet(A); sul1; sul2; aac(3)-IId; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; blaNDM-1; arr-2; ble,13,24,0,Other,CC25-04,ST335-04,ERR12321281,100
ERR12142634,ERR12142634,ERR12142634,ERS16508101,South Africa,Human,Blood culture,Yes,2023,5,335,25,Other,1,1,101,101,,Supplied isolate accession workbook,1,1,1,1,blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); mph(E); msr(E); tet(A); sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; armA; blaNDM-1; arr-2; ble,13,23,0,Other,CC25-04,ST335-04,ERR12142634,101
ERR6753111,ERR6753111,ERR6753111,ERS7770331,South Africa,Human,Stool,No,2020,5,335,25,Other,1,1,102,102,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,19,0,Other,CC25-04,ST335-04,ERR6753111,102
ERR6806796,ERR6806796,ERR6806796,ERS7645517,South Africa,Human,Blood culture,Yes,2020,5,335,25,Other,1,1,103,103,,Supplied isolate accession workbook,1,1,0,0,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,18,0,Other,CC25-04,ST335-04,ERR6806796,103
ERR6806789,ERR6806789,ERR6806789,ERS7645510,South Africa,Human,Stool,No,2021,5,335,25,Other,1,1,104,104,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,19,0,Other,CC25-04,ST335-04,ERR6806789,104
ERR9971918,ERR9971918,ERR9971918,ERS12480441,South Africa,Human,Stool,No,2021,5,335,25,Other,1,1,105,105,,Supplied isolate accession workbook,1,1,0,1,blaOXA-1; blaOXA-10; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(3)-IIe; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,19,0,Other,CC25-04,ST335-04,ERR9971918,105
