"isolate_id","gene","present"
"ERR10460483","blaCTX-M-2",0
"ERR9785511","blaCTX-M-2",0
"ERR9079768","blaCTX-M-2",0
"ERR9822149","blaCTX-M-2",0
"ERR9822145","blaCTX-M-2",0
"ERR9822146","blaCTX-M-2",0
"ERR10176872","blaCTX-M-2",0
"ERR10460765","blaCTX-M-2",0
"ERR10109275","blaCTX-M-2",0
"ERR9966390","blaCTX-M-2",0
"ERR10123168","blaCTX-M-2",0
"ERR10123167","blaCTX-M-2",0
"ERR9966387","blaCTX-M-2",0
"ERR10949310","blaCTX-M-2",0
"ERR10460875","blaCTX-M-2",0
"ERR10109255","blaCTX-M-2",0
"ERR9822151","blaCTX-M-2",0
"ERR10088102","blaCTX-M-2",0
"ERR10088104","blaCTX-M-2",0
"ERR10026000","blaCTX-M-2",0
"ERR9822144","blaCTX-M-2",0
"ERR11896635","blaCTX-M-2",0
"ERR12552381","blaCTX-M-2",0
"ERR12552377","blaCTX-M-2",0
"ERR9079508","blaCTX-M-2",0
"ERR7197757","blaCTX-M-2",0
"ERR6806028","blaCTX-M-2",0
"ERR11455881","blaCTX-M-2",0
"ERR4451478","blaCTX-M-2",0
"ERR10880424","blaCTX-M-2",0
"ERR12067334","blaCTX-M-2",0
"ERR12302226","blaCTX-M-2",0
"ERR12552384","blaCTX-M-2",0
"ERR10123158","blaCTX-M-2",0
"ERR5751308","blaCTX-M-2",0
"ERR4399358","blaCTX-M-2",0
"ERR4399957","blaCTX-M-2",0
"ERR4399362","blaCTX-M-2",0
"SRR13833609","blaCTX-M-2",0
"ERR6806726","blaCTX-M-2",0
"ERR10460902","blaCTX-M-2",0
"ERR10460856","blaCTX-M-2",0
"ERR6806075","blaCTX-M-2",0
"ERR10176870","blaCTX-M-2",0
"ERR12078572","blaCTX-M-2",0
"ERR11747320","blaCTX-M-2",0
"ERR12495482","blaCTX-M-2",0
"ERR9924209","blaCTX-M-2",0
"ERR5751726","blaCTX-M-2",0
"ERR6806512","blaCTX-M-2",0
"ERR6806317","blaCTX-M-2",0
"ERR12067371","blaCTX-M-2",0
"ERR6806125","blaCTX-M-2",0
"ERR5751296","blaCTX-M-2",0
"ERR4451427","blaCTX-M-2",0
"SRR9273829","blaCTX-M-2",0
"ERR6752863","blaCTX-M-2",0
"ERR12321280","blaCTX-M-2",0
"ERR9692774","blaCTX-M-2",0
"ERR6805998","blaCTX-M-2",0
"ERR6806833","blaCTX-M-2",0
"ERR6806749","blaCTX-M-2",0
"ERR6806776","blaCTX-M-2",0
"ERR5750995","blaCTX-M-2",0
"ERR6806255","blaCTX-M-2",0
"ERR6805990","blaCTX-M-2",0
"ERR11747325","blaCTX-M-2",0
"ERR11502778","blaCTX-M-2",0
"ERR7197834","blaCTX-M-2",0
"ERR9079758","blaCTX-M-2",0
"ERR12321281","blaCTX-M-2",0
"ERR12142634","blaCTX-M-2",0
"ERR12067314","blaCTX-M-2",0
"ERR12321282","blaCTX-M-2",0
"ERR12080226","blaCTX-M-2",0
"ERR12321283","blaCTX-M-2",0
"ERR6753111","blaCTX-M-2",0
"ERR6806796","blaCTX-M-2",0
"ERR6806789","blaCTX-M-2",0
"ERR9971918","blaCTX-M-2",0
"ERR7197741","blaCTX-M-2",0
"ERR5751808","blaCTX-M-2",0
"ERR10438737","blaCTX-M-2",0
"CLL6CH","blaCTX-M-2",0
"CAARE3","blaCTX-M-2",0
"CAAQXB","blaCTX-M-2",0
"CAAR9T","blaCTX-M-2",0
"CAAQUT","blaCTX-M-2",0
"CNSFP4","blaCTX-M-2",0
"CNSDXZ","blaCTX-M-2",0
"CAAP2A","blaCTX-M-2",0
"44341_3_268","blaCTX-M-2",0
"44341_3_280","blaCTX-M-2",0
"44341_3_262","blaCTX-M-2",0
"44341_3_265","blaCTX-M-2",0
"44341_4_286","blaCTX-M-2",0
"CAAYDF","blaCTX-M-2",0
"CLL3JA","blaCTX-M-2",0
"ERR9941258","blaCTX-M-2",0
"CNSLL4","blaCTX-M-2",0
"CNSKFP","blaCTX-M-2",0
"CNSP0U","blaSHV-5",0
"ERR9929342","blaSHV-5",0
"ERR9966382","blaSHV-5",0
"CNS6QU","blaSHV-5",0
"CNS7YP","blaSHV-5",0
"BKRRIF","blaSHV-5",0
"44341_3_96","blaSHV-5",0
"44341_3_21","blaSHV-5",0
"CIV13VE5","blaSHV-5",0
"CIU149H1","blaSHV-5",0
"CIV146E8","blaSHV-5",0
"CIU13XS1","blaSHV-5",0
"CIV140E6","blaSHV-5",0
"CIV140E1","blaSHV-5",0
"CIT15GH1","blaSHV-5",0
"CIV13XE5","blaSHV-5",0
"CIV13YE6","blaSHV-5",0
"CIS15MR1","blaSHV-5",0
"CIV13UE4","blaSHV-5",0
"CAAXQV","blaSHV-5",0
"CIV140E7","blaSHV-5",0
"CIS15HB1","blaSHV-5",0
"CIV13RE2","blaSHV-5",0
"CIT15GS1","blaSHV-5",0
"CIV142E6","blaSHV-5",0
"44341_4_275","blaSHV-5",0
"44341_3_310","blaSHV-5",0
"CIU145B1","blaSHV-5",0
"CIV143E2","blaSHV-5",0
"CIT15FH1","blaSHV-5",0
"CIV147E3","blaSHV-5",0
"CIT15EB1","blaSHV-5",0
"CIV13PE7","blaSHV-5",0
"CIV13XE8","blaSHV-5",0
"44341_3_304","blaSHV-5",0
"44341_3_305","blaSHV-5",0
"44341_3_281","blaSHV-5",0
"44341_3_136","blaSHV-5",0
"44341_3_128","blaSHV-5",0
"44341_3_131","blaSHV-5",0
"CIT159B1","blaSHV-5",0
"CIS153C1","blaSHV-5",0
"CIV13XE2","blaSHV-5",0
"CIT15FB1","blaSHV-5",0
"CIV13XU1","blaSHV-5",0
"CIV143U1","blaSHV-5",0
"CIV143E9","blaSHV-5",0
"CNS1F3","blaSHV-5",0
"CAAYSI","blaSHV-5",0
"CIV141E6","blaSHV-5",0
"CIV140U1","blaSHV-5",0
"CIV140E4","blaSHV-5",0
"CIV143E4","blaSHV-5",0
"CIV144E6","blaSHV-5",0
"CIV13YE8","blaSHV-5",0
"CIV144U1","blaSHV-5",0
"BKRMVD","blaSHV-5",0
"CAAXBN","blaSHV-5",0
"44341_3_165","blaSHV-5",0
"ERR10113269","blaSHV-5",0
"ERR6752971","blaSHV-5",0
"ERR5751227","blaSHV-5",0
"ERR12142619","blaSHV-5",0
"ERR9976609","blaSHV-5",0
"ERR11219800","blaSHV-5",0
"ERR9079830","blaSHV-5",0
"ERR10880116","blaSHV-5",0
"ERR5751304","blaSHV-5",0
"ERR6806714","blaSHV-5",0
"ERR11872767","blaSHV-5",0
"ERR10176869","blaSHV-5",0
"ERR10880230","blaSHV-5",0
"ERR11453719","blaSHV-5",0
"ERR10880157","blaSHV-5",0
"ERR6752889","blaSHV-5",0
"ERR9288143","blaSHV-5",0
"ERR6806632","blaSHV-5",0
"ERR9288082","blaSHV-5",0
"ERR6806600","blaSHV-5",0
"ERR9420153","blaSHV-5",0
"ERR10117717","blaSHV-5",0
"ERR10109274","blaSHV-5",0
"ERR10880183","blaSHV-5",0
"ERR10880311","blaSHV-5",0
"ERR11420238","blaSHV-5",0
"ERR11437918","blaSHV-5",0
"ERR11807709","blaSHV-5",0
"ERR12146144","blaSHV-5",0
"ERR10109277","blaSHV-5",0
"ERR10087013","blaSHV-5",0
"ERR11219811","blaSHV-5",0
"ERR9966386","blaSHV-5",0
"ERR12259395","blaSHV-5",0
"ERR12091513","blaSHV-5",0
"ERR10125140","blaSHV-5",0
"ERR10949303","blaSHV-5",0
"ERR11810274","blaSHV-5",0
"ERR9785512","blaSHV-5",0
"ERR10176866","blaSHV-5",0
"ERR10460687","blaSHV-5",0
"ERR12078573","blaSHV-5",0
"ERR12165616","blaSHV-5",0
"ERR10880377","blaSHV-5",0
"ERR10460887","blaSHV-5",0
"ERR10880335","blaSHV-5",0
"ERR10880156","blaSHV-5",0
"ERR10088105","blaSHV-5",0
"ERR12321284","blaSHV-5",0
"ERR9966388","blaSHV-5",0
"ERR12495485","blaSHV-5",0
"ERR12312692","blaSHV-5",0
"ERR12312689","blaSHV-5",0
"ERR12312688","blaSHV-5",0
"ERR11201827","blaSHV-5",0
"ERR10088101","blaSHV-5",0
"ERR10880181","blaSHV-5",0
"ERR9820422","blaSHV-5",0
"ERR9785510","blaSHV-5",0
"ERR11807704","blaSHV-5",0
"ERR10109276","blaSHV-5",0
"ERR9966389","blaSHV-5",0
"ERR9785509","blaSHV-5",0
"ERR10087012","blaSHV-5",0
"ERR10460483","blaSHV-5",0
"ERR9785511","blaSHV-5",0
"ERR9079768","blaSHV-5",0
"ERR9822149","blaSHV-5",0
"ERR9822145","blaSHV-5",0
"ERR9822146","blaSHV-5",0
"ERR10176872","blaSHV-5",0
"ERR10460765","blaSHV-5",0
"ERR10109275","blaSHV-5",0
"ERR9966390","blaSHV-5",0
"ERR10123168","blaSHV-5",0
"ERR10123167","blaSHV-5",0
"ERR9966387","blaSHV-5",0
"ERR10949310","blaSHV-5",0
"ERR10460875","blaSHV-5",0
"ERR10109255","blaSHV-5",0
"ERR9822151","blaSHV-5",0
"ERR10088102","blaSHV-5",0
"ERR10088104","blaSHV-5",0
"ERR10026000","blaSHV-5",0
"ERR9822144","blaSHV-5",0
"ERR11896635","blaSHV-5",0
"ERR12552381","blaSHV-5",0
"ERR12552377","blaSHV-5",0
"ERR9079508","blaSHV-5",0
"ERR7197757","blaSHV-5",0
"ERR6806028","blaSHV-5",0
"ERR11455881","blaSHV-5",0
"ERR4451478","blaSHV-5",0
"ERR10880424","blaSHV-5",0
"ERR12067334","blaSHV-5",0
"ERR12302226","blaSHV-5",0
"ERR12552384","blaSHV-5",0
"ERR10123158","blaSHV-5",0
"ERR5751308","blaSHV-5",0
"ERR4399358","blaSHV-5",1
"ERR4399957","blaSHV-5",1
"ERR4399362","blaSHV-5",0
"SRR13833609","blaSHV-5",0
"ERR6806726","blaSHV-5",0
"ERR10460902","blaSHV-5",0
"ERR10460856","blaSHV-5",0
"ERR6806075","blaSHV-5",0
"ERR10176870","blaSHV-5",0
"ERR12078572","blaSHV-5",0
"ERR11747320","blaSHV-5",0
"ERR12495482","blaSHV-5",0
"ERR9924209","blaSHV-5",0
"ERR5751726","blaSHV-5",0
"ERR6806512","blaSHV-5",0
"ERR6806317","blaSHV-5",0
"ERR12067371","blaSHV-5",0
"ERR6806125","blaSHV-5",0
"ERR5751296","blaSHV-5",0
"ERR4451427","blaSHV-5",0
"SRR9273829","blaSHV-5",0
"ERR6752863","blaSHV-5",0
"ERR12321280","blaSHV-5",0
"ERR9692774","blaSHV-5",0
"ERR6805998","blaSHV-5",0
"ERR6806833","blaSHV-5",0
"ERR6806749","blaSHV-5",0
"ERR6806776","blaSHV-5",0
"ERR5750995","blaSHV-5",0
"ERR6806255","blaSHV-5",0
"ERR6805990","blaSHV-5",0
"ERR11747325","blaSHV-5",0
"ERR11502778","blaSHV-5",0
"ERR7197834","blaSHV-5",0
"ERR9079758","blaSHV-5",0
"ERR12321281","blaSHV-5",0
"ERR12142634","blaSHV-5",0
"ERR12067314","blaSHV-5",0
"ERR12321282","blaSHV-5",0
"ERR12080226","blaSHV-5",0
"ERR12321283","blaSHV-5",0
"ERR6753111","blaSHV-5",0
"ERR6806796","blaSHV-5",0
"ERR6806789","blaSHV-5",0
"ERR9971918","blaSHV-5",0
"ERR7197741","blaSHV-5",0
"ERR5751808","blaSHV-5",0
"ERR10438737","blaSHV-5",0
"CLL6CH","blaSHV-5",0
"CAARE3","blaSHV-5",0
"CAAQXB","blaSHV-5",0
"CAAR9T","blaSHV-5",0
"CAAQUT","blaSHV-5",0
"CNSFP4","blaSHV-5",0
"CNSDXZ","blaSHV-5",0
"CAAP2A","blaSHV-5",0
"44341_3_268","blaSHV-5",0
"44341_3_280","blaSHV-5",0
"44341_3_262","blaSHV-5",0
"44341_3_265","blaSHV-5",0
"44341_4_286","blaSHV-5",0
"CAAYDF","blaSHV-5",0
"CLL3JA","blaSHV-5",0
"ERR9941258","blaSHV-5",0
"CNSLL4","blaSHV-5",0
"CNSKFP","blaSHV-5",0
"CNSP0U","blaTEM-131",0
"ERR9929342","blaTEM-131",0
"ERR9966382","blaTEM-131",0
"CNS6QU","blaTEM-131",0
"CNS7YP","blaTEM-131",0
"BKRRIF","blaTEM-131",0
"44341_3_96","blaTEM-131",0
"44341_3_21","blaTEM-131",0
"CIV13VE5","blaTEM-131",0
"CIU149H1","blaTEM-131",0
"CIV146E8","blaTEM-131",0
"CIU13XS1","blaTEM-131",0
"CIV140E6","blaTEM-131",0
"CIV140E1","blaTEM-131",0
"CIT15GH1","blaTEM-131",0
"CIV13XE5","blaTEM-131",0
"CIV13YE6","blaTEM-131",0
"CIS15MR1","blaTEM-131",0
"CIV13UE4","blaTEM-131",0
"CAAXQV","blaTEM-131",0
"CIV140E7","blaTEM-131",0
"CIS15HB1","blaTEM-131",0
"CIV13RE2","blaTEM-131",0
"CIT15GS1","blaTEM-131",0
"CIV142E6","blaTEM-131",0
"44341_4_275","blaTEM-131",0
"44341_3_310","blaTEM-131",0
"CIU145B1","blaTEM-131",0
"CIV143E2","blaTEM-131",0
"CIT15FH1","blaTEM-131",0
"CIV147E3","blaTEM-131",0
"CIT15EB1","blaTEM-131",0
"CIV13PE7","blaTEM-131",0
"CIV13XE8","blaTEM-131",0
"44341_3_304","blaTEM-131",0
"44341_3_305","blaTEM-131",0
"44341_3_281","blaTEM-131",0
"44341_3_136","blaTEM-131",0
"44341_3_128","blaTEM-131",0
"44341_3_131","blaTEM-131",0
"CIT159B1","blaTEM-131",0
"CIS153C1","blaTEM-131",0
"CIV13XE2","blaTEM-131",0
"CIT15FB1","blaTEM-131",0
"CIV13XU1","blaTEM-131",0
"CIV143U1","blaTEM-131",0
"CIV143E9","blaTEM-131",0
"CNS1F3","blaTEM-131",0
"CAAYSI","blaTEM-131",0
"CIV141E6","blaTEM-131",0
"CIV140U1","blaTEM-131",0
"CIV140E4","blaTEM-131",0
"CIV143E4","blaTEM-131",0
"CIV144E6","blaTEM-131",0
"CIV13YE8","blaTEM-131",0
"CIV144U1","blaTEM-131",0
"BKRMVD","blaTEM-131",0
"CAAXBN","blaTEM-131",0
"44341_3_165","blaTEM-131",0
"ERR10113269","blaTEM-131",0
"ERR6752971","blaTEM-131",0
"ERR5751227","blaTEM-131",0
"ERR12142619","blaTEM-131",0
"ERR9976609","blaTEM-131",0
"ERR11219800","blaTEM-131",0
"ERR9079830","blaTEM-131",0
"ERR10880116","blaTEM-131",0
"ERR5751304","blaTEM-131",0
"ERR6806714","blaTEM-131",0
"ERR11872767","blaTEM-131",0
"ERR10176869","blaTEM-131",0
"ERR10880230","blaTEM-131",0
"ERR11453719","blaTEM-131",0
"ERR10880157","blaTEM-131",0
"ERR6752889","blaTEM-131",0
"ERR9288143","blaTEM-131",0
"ERR6806632","blaTEM-131",0
"ERR9288082","blaTEM-131",0
"ERR6806600","blaTEM-131",0
"ERR9420153","blaTEM-131",0
"ERR10117717","blaTEM-131",0
"ERR10109274","blaTEM-131",0
"ERR10880183","blaTEM-131",0
"ERR10880311","blaTEM-131",0
"ERR11420238","blaTEM-131",0
"ERR11437918","blaTEM-131",0
"ERR11807709","blaTEM-131",0
"ERR12146144","blaTEM-131",0
"ERR10109277","blaTEM-131",0
"ERR10087013","blaTEM-131",0
"ERR11219811","blaTEM-131",0
"ERR9966386","blaTEM-131",0
"ERR12259395","blaTEM-131",0
"ERR12091513","blaTEM-131",0
"ERR10125140","blaTEM-131",0
"ERR10949303","blaTEM-131",0
"ERR11810274","blaTEM-131",0
"ERR9785512","blaTEM-131",0
"ERR10176866","blaTEM-131",0
"ERR10460687","blaTEM-131",0
"ERR12078573","blaTEM-131",0
"ERR12165616","blaTEM-131",0
"ERR10880377","blaTEM-131",0
"ERR10460887","blaTEM-131",0
"ERR10880335","blaTEM-131",0
"ERR10880156","blaTEM-131",0
"ERR10088105","blaTEM-131",0
"ERR12321284","blaTEM-131",0
"ERR9966388","blaTEM-131",0
"ERR12495485","blaTEM-131",0
"ERR12312692","blaTEM-131",0
"ERR12312689","blaTEM-131",0
"ERR12312688","blaTEM-131",0
"ERR11201827","blaTEM-131",0
"ERR10088101","blaTEM-131",0
"ERR10880181","blaTEM-131",0
"ERR9820422","blaTEM-131",0
"ERR9785510","blaTEM-131",0
"ERR11807704","blaTEM-131",0
"ERR10109276","blaTEM-131",0
"ERR9966389","blaTEM-131",0
"ERR9785509","blaTEM-131",0
"ERR10087012","blaTEM-131",0
"ERR10460483","blaTEM-131",0
"ERR9785511","blaTEM-131",0
"ERR9079768","blaTEM-131",0
"ERR9822149","blaTEM-131",0
"ERR9822145","blaTEM-131",0
"ERR9822146","blaTEM-131",0
"ERR10176872","blaTEM-131",0
"ERR10460765","blaTEM-131",0
"ERR10109275","blaTEM-131",0
"ERR9966390","blaTEM-131",0
"ERR10123168","blaTEM-131",0
"ERR10123167","blaTEM-131",0
"ERR9966387","blaTEM-131",0
"ERR10949310","blaTEM-131",0
"ERR10460875","blaTEM-131",0
"ERR10109255","blaTEM-131",0
"ERR9822151","blaTEM-131",0
"ERR10088102","blaTEM-131",0
"ERR10088104","blaTEM-131",0
"ERR10026000","blaTEM-131",0
"ERR9822144","blaTEM-131",0
"ERR11896635","blaTEM-131",0
"ERR12552381","blaTEM-131",0
"ERR12552377","blaTEM-131",0
"ERR9079508","blaTEM-131",0
"ERR7197757","blaTEM-131",0
"ERR6806028","blaTEM-131",0
"ERR11455881","blaTEM-131",0
"ERR4451478","blaTEM-131",0
"ERR10880424","blaTEM-131",0
"ERR12067334","blaTEM-131",0
"ERR12302226","blaTEM-131",0
"ERR12552384","blaTEM-131",0
"ERR10123158","blaTEM-131",0
"ERR5751308","blaTEM-131",0
"ERR4399358","blaTEM-131",1
"ERR4399957","blaTEM-131",1
"ERR4399362","blaTEM-131",1
"SRR13833609","blaTEM-131",0
"ERR6806726","blaTEM-131",0
"ERR10460902","blaTEM-131",0
"ERR10460856","blaTEM-131",0
"ERR6806075","blaTEM-131",0
"ERR10176870","blaTEM-131",0
"ERR12078572","blaTEM-131",0
"ERR11747320","blaTEM-131",0
"ERR12495482","blaTEM-131",0
"ERR9924209","blaTEM-131",0
"ERR5751726","blaTEM-131",0
"ERR6806512","blaTEM-131",0
"ERR6806317","blaTEM-131",0
"ERR12067371","blaTEM-131",0
"ERR6806125","blaTEM-131",0
"ERR5751296","blaTEM-131",0
"ERR4451427","blaTEM-131",0
"SRR9273829","blaTEM-131",0
"ERR6752863","blaTEM-131",0
"ERR12321280","blaTEM-131",0
"ERR9692774","blaTEM-131",0
"ERR6805998","blaTEM-131",0
"ERR6806833","blaTEM-131",0
"ERR6806749","blaTEM-131",0
"ERR6806776","blaTEM-131",0
"ERR5750995","blaTEM-131",0
"ERR6806255","blaTEM-131",0
"ERR6805990","blaTEM-131",0
"ERR11747325","blaTEM-131",0
"ERR11502778","blaTEM-131",0
"ERR7197834","blaTEM-131",0
"ERR9079758","blaTEM-131",0
"ERR12321281","blaTEM-131",0
"ERR12142634","blaTEM-131",0
"ERR12067314","blaTEM-131",0
"ERR12321282","blaTEM-131",0
"ERR12080226","blaTEM-131",0
"ERR12321283","blaTEM-131",0
"ERR6753111","blaTEM-131",0
"ERR6806796","blaTEM-131",0
"ERR6806789","blaTEM-131",0
"ERR9971918","blaTEM-131",0
"ERR7197741","blaTEM-131",0
"ERR5751808","blaTEM-131",0
"ERR10438737","blaTEM-131",0
"CLL6CH","blaTEM-131",0
"CAARE3","blaTEM-131",0
"CAAQXB","blaTEM-131",0
"CAAR9T","blaTEM-131",0
"CAAQUT","blaTEM-131",0
"CNSFP4","blaTEM-131",0
"CNSDXZ","blaTEM-131",0
"CAAP2A","blaTEM-131",0
"44341_3_268","blaTEM-131",0
"44341_3_280","blaTEM-131",0
"44341_3_262","blaTEM-131",0
"44341_3_265","blaTEM-131",0
"44341_4_286","blaTEM-131",0
"CAAYDF","blaTEM-131",0
"CLL3JA","blaTEM-131",0
"ERR9941258","blaTEM-131",0
"CNSLL4","blaTEM-131",0
"CNSKFP","blaTEM-131",0
"CNSP0U","blaTEM-63",0
"ERR9929342","blaTEM-63",0
"ERR9966382","blaTEM-63",0
"CNS6QU","blaTEM-63",0
"CNS7YP","blaTEM-63",0
"BKRRIF","blaTEM-63",0
"44341_3_96","blaTEM-63",0
"44341_3_21","blaTEM-63",0
"CIV13VE5","blaTEM-63",0
"CIU149H1","blaTEM-63",0
"CIV146E8","blaTEM-63",0
"CIU13XS1","blaTEM-63",0
"CIV140E6","blaTEM-63",0
"CIV140E1","blaTEM-63",0
"CIT15GH1","blaTEM-63",0
"CIV13XE5","blaTEM-63",0
"CIV13YE6","blaTEM-63",0
"CIS15MR1","blaTEM-63",0
"CIV13UE4","blaTEM-63",0
"CAAXQV","blaTEM-63",0
"CIV140E7","blaTEM-63",0
"CIS15HB1","blaTEM-63",0
"CIV13RE2","blaTEM-63",0
"CIT15GS1","blaTEM-63",0
"CIV142E6","blaTEM-63",0
"44341_4_275","blaTEM-63",0
"44341_3_310","blaTEM-63",0
"CIU145B1","blaTEM-63",0
"CIV143E2","blaTEM-63",0
"CIT15FH1","blaTEM-63",0
"CIV147E3","blaTEM-63",0
"CIT15EB1","blaTEM-63",0
"CIV13PE7","blaTEM-63",0
"CIV13XE8","blaTEM-63",0
"44341_3_304","blaTEM-63",0
"44341_3_305","blaTEM-63",0
"44341_3_281","blaTEM-63",0
"44341_3_136","blaTEM-63",0
"44341_3_128","blaTEM-63",0
"44341_3_131","blaTEM-63",0
"CIT159B1","blaTEM-63",0
"CIS153C1","blaTEM-63",0
"CIV13XE2","blaTEM-63",0
"CIT15FB1","blaTEM-63",0
"CIV13XU1","blaTEM-63",0
"CIV143U1","blaTEM-63",0
"CIV143E9","blaTEM-63",0
"CNS1F3","blaTEM-63",0
"CAAYSI","blaTEM-63",0
"CIV141E6","blaTEM-63",0
"CIV140U1","blaTEM-63",0
"CIV140E4","blaTEM-63",0
"CIV143E4","blaTEM-63",0
"CIV144E6","blaTEM-63",0
"CIV13YE8","blaTEM-63",0
"CIV144U1","blaTEM-63",0
"BKRMVD","blaTEM-63",0
"CAAXBN","blaTEM-63",0
"44341_3_165","blaTEM-63",0
"ERR10113269","blaTEM-63",0
"ERR6752971","blaTEM-63",0
"ERR5751227","blaTEM-63",0
"ERR12142619","blaTEM-63",0
"ERR9976609","blaTEM-63",0
"ERR11219800","blaTEM-63",0
"ERR9079830","blaTEM-63",0
"ERR10880116","blaTEM-63",0
"ERR5751304","blaTEM-63",0
"ERR6806714","blaTEM-63",0
"ERR11872767","blaTEM-63",0
"ERR10176869","blaTEM-63",0
"ERR10880230","blaTEM-63",0
"ERR11453719","blaTEM-63",0
"ERR10880157","blaTEM-63",0
"ERR6752889","blaTEM-63",0
"ERR9288143","blaTEM-63",0
"ERR6806632","blaTEM-63",0
"ERR9288082","blaTEM-63",0
"ERR6806600","blaTEM-63",0
"ERR9420153","blaTEM-63",0
"ERR10117717","blaTEM-63",0
"ERR10109274","blaTEM-63",0
"ERR10880183","blaTEM-63",0
"ERR10880311","blaTEM-63",0
"ERR11420238","blaTEM-63",0
"ERR11437918","blaTEM-63",0
"ERR11807709","blaTEM-63",0
"ERR12146144","blaTEM-63",0
"ERR10109277","blaTEM-63",0
"ERR10087013","blaTEM-63",0
"ERR11219811","blaTEM-63",0
"ERR9966386","blaTEM-63",0
"ERR12259395","blaTEM-63",0
"ERR12091513","blaTEM-63",0
"ERR10125140","blaTEM-63",0
"ERR10949303","blaTEM-63",0
"ERR11810274","blaTEM-63",0
"ERR9785512","blaTEM-63",0
"ERR10176866","blaTEM-63",0
"ERR10460687","blaTEM-63",0
"ERR12078573","blaTEM-63",0
"ERR12165616","blaTEM-63",0
"ERR10880377","blaTEM-63",0
"ERR10460887","blaTEM-63",0
"ERR10880335","blaTEM-63",0
"ERR10880156","blaTEM-63",0
"ERR10088105","blaTEM-63",0
"ERR12321284","blaTEM-63",0
"ERR9966388","blaTEM-63",0
"ERR12495485","blaTEM-63",0
"ERR12312692","blaTEM-63",0
"ERR12312689","blaTEM-63",0
"ERR12312688","blaTEM-63",0
"ERR11201827","blaTEM-63",0
"ERR10088101","blaTEM-63",0
"ERR10880181","blaTEM-63",0
"ERR9820422","blaTEM-63",0
"ERR9785510","blaTEM-63",0
"ERR11807704","blaTEM-63",0
"ERR10109276","blaTEM-63",0
"ERR9966389","blaTEM-63",0
"ERR9785509","blaTEM-63",0
"ERR10087012","blaTEM-63",0
"ERR10460483","blaTEM-63",0
"ERR9785511","blaTEM-63",0
"ERR9079768","blaTEM-63",0
"ERR9822149","blaTEM-63",0
"ERR9822145","blaTEM-63",0
"ERR9822146","blaTEM-63",0
"ERR10176872","blaTEM-63",0
"ERR10460765","blaTEM-63",0
"ERR10109275","blaTEM-63",0
"ERR9966390","blaTEM-63",0
"ERR10123168","blaTEM-63",0
"ERR10123167","blaTEM-63",0
"ERR9966387","blaTEM-63",0
"ERR10949310","blaTEM-63",0
"ERR10460875","blaTEM-63",0
"ERR10109255","blaTEM-63",0
"ERR9822151","blaTEM-63",0
"ERR10088102","blaTEM-63",0
"ERR10088104","blaTEM-63",0
"ERR10026000","blaTEM-63",0
"ERR9822144","blaTEM-63",0
"ERR11896635","blaTEM-63",0
"ERR12552381","blaTEM-63",0
"ERR12552377","blaTEM-63",0
"ERR9079508","blaTEM-63",0
"ERR7197757","blaTEM-63",0
"ERR6806028","blaTEM-63",0
"ERR11455881","blaTEM-63",0
"ERR4451478","blaTEM-63",0
"ERR10880424","blaTEM-63",0
"ERR12067334","blaTEM-63",0
"ERR12302226","blaTEM-63",0
"ERR12552384","blaTEM-63",0
"ERR10123158","blaTEM-63",0
"ERR5751308","blaTEM-63",1
"ERR4399358","blaTEM-63",0
"ERR4399957","blaTEM-63",0
"ERR4399362","blaTEM-63",0
"SRR13833609","blaTEM-63",0
"ERR6806726","blaTEM-63",0
"ERR10460902","blaTEM-63",0
"ERR10460856","blaTEM-63",0
"ERR6806075","blaTEM-63",0
"ERR10176870","blaTEM-63",0
"ERR12078572","blaTEM-63",0
"ERR11747320","blaTEM-63",0
"ERR12495482","blaTEM-63",0
"ERR9924209","blaTEM-63",0
"ERR5751726","blaTEM-63",0
"ERR6806512","blaTEM-63",0
"ERR6806317","blaTEM-63",0
"ERR12067371","blaTEM-63",0
"ERR6806125","blaTEM-63",0
"ERR5751296","blaTEM-63",0
"ERR4451427","blaTEM-63",0
"SRR9273829","blaTEM-63",0
"ERR6752863","blaTEM-63",0
"ERR12321280","blaTEM-63",0
"ERR9692774","blaTEM-63",0
"ERR6805998","blaTEM-63",0
"ERR6806833","blaTEM-63",0
"ERR6806749","blaTEM-63",0
"ERR6806776","blaTEM-63",0
"ERR5750995","blaTEM-63",0
"ERR6806255","blaTEM-63",0
"ERR6805990","blaTEM-63",0
"ERR11747325","blaTEM-63",0
"ERR11502778","blaTEM-63",0
"ERR7197834","blaTEM-63",0
"ERR9079758","blaTEM-63",0
"ERR12321281","blaTEM-63",0
"ERR12142634","blaTEM-63",0
"ERR12067314","blaTEM-63",0
"ERR12321282","blaTEM-63",0
"ERR12080226","blaTEM-63",0
"ERR12321283","blaTEM-63",0
"ERR6753111","blaTEM-63",0
"ERR6806796","blaTEM-63",0
"ERR6806789","blaTEM-63",0
"ERR9971918","blaTEM-63",0
"ERR7197741","blaTEM-63",0
"ERR5751808","blaTEM-63",0
"ERR10438737","blaTEM-63",0
"CLL6CH","blaTEM-63",0
"CAARE3","blaTEM-63",0
"CAAQXB","blaTEM-63",0
"CAAR9T","blaTEM-63",0
"CAAQUT","blaTEM-63",0
"CNSFP4","blaTEM-63",0
"CNSDXZ","blaTEM-63",0
