Isolate_ID,Protein identifier,Contig id,Start,Stop,Strand,Gene symbol,Sequence name,Scope,Element type,Element subtype,Class,Subclass,Method,Target length,Reference sequence length,% Coverage of reference sequence,% Identity to reference sequence,Alignment length,Accession of closest sequence,Name of closest sequence,HMM id,HMM description
CIV140E4_S26_L001_assembly_contigs,NA,NODE_33_length_6051_cov_3.807562_CIV140E4_S26_L001,3394,4191,+,blaOXA-10,oxacillin-hydrolyzing class D beta-lactamase OXA-10,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,266,266,100,100,266,WP_000846390.1,oxacillin-hydrolyzing class D beta-lactamase OXA-10,NA,NA
CIV140E4_S26_L001_assembly_contigs,NA,NODE_33_length_6051_cov_3.807562_CIV140E4_S26_L001,4211,4999,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001209508.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
CIV140E4_S26_L001_assembly_contigs,NA,NODE_33_length_6051_cov_3.807562_CIV140E4_S26_L001,5126,5470,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100,100,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
CIV140E4_S26_L001_assembly_contigs,NA,NODE_33_length_6051_cov_3.807562_CIV140E4_S26_L001,5467,6051,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,PARTIAL_CONTIG_ENDX,195,279,69.89,100,195,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
CIV140E4_S26_L001_assembly_contigs,NA,NODE_34_length_5416_cov_4.374551_CIV140E4_S26_L001,4529,5170,+,qnrB1,quinolone resistance pentapeptide repeat protein QnrB1,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_014386481.1,quinolone resistance pentapeptide repeat protein QnrB1,NA,NA
CIV140E4_S26_L001_assembly_contigs,NA,NODE_37_length_4891_cov_3.527498_CIV140E4_S26_L001,3404,3961,-,dfrA23,trimethoprim-resistant dihydrofolate reductase DfrA23,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,186,186,100,100,186,WP_001143450.1,trimethoprim-resistant dihydrofolate reductase DfrA23,NA,NA
CIV140E4_S26_L001_assembly_contigs,NA,NODE_40_length_3969_cov_3.758199_CIV140E4_S26_L001,2767,3639,-,blaCTX-M-15,extended-spectrum class A beta-lactamase CTX-M-15,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,291,291,100,100,291,WP_000239590.1,extended-spectrum class A beta-lactamase CTX-M-15,NA,NA
CIV140E4_S26_L001_assembly_contigs,NA,NODE_42_length_2853_cov_4.254585_CIV140E4_S26_L001,1827,2684,-,aac(3)-IIe,aminoglycoside N-acetyltransferase AAC(3)-IIe,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,286,286,100,100,286,WP_000557452.1,aminoglycoside N-acetyltransferase AAC(3)-IIe,NA,NA
CIV140E4_S26_L001_assembly_contigs,NA,NODE_43_length_2436_cov_4.057601_CIV140E4_S26_L001,127,567,-,catB3,type B-3 chloramphenicol O-acetyltransferase CatB3,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,147,210,70,100,147,WP_000186237.1,type B-3 chloramphenicol O-acetyltransferase CatB3,NA,NA
CIV140E4_S26_L001_assembly_contigs,NA,NODE_43_length_2436_cov_4.057601_CIV140E4_S26_L001,708,1535,-,blaOXA-1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,276,276,100,100,276,WP_001334766.1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,NA,NA
CIV140E4_S26_L001_assembly_contigs,NA,NODE_43_length_2436_cov_4.057601_CIV140E4_S26_L001,1669,2220,-,aac(6')-Ib-cr5,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,core,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,184,184,100,100,184,WP_063840321.1,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,NA,NA
CIV140E6_S2_L001_assembly_contigs,NA,NODE_24_length_19428_cov_10.568831_CIV140E6_S2_L001,8064,8876,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100,100,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
CIV140E6_S2_L001_assembly_contigs,NA,NODE_24_length_19428_cov_10.568831_CIV140E6_S2_L001,8940,9740,+,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100,100,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
CIV140E6_S2_L001_assembly_contigs,NA,NODE_24_length_19428_cov_10.568831_CIV140E6_S2_L001,9743,10576,+,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
CIV140E6_S2_L001_assembly_contigs,NA,NODE_24_length_19428_cov_10.568831_CIV140E6_S2_L001,11915,13111,+,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100,100,399,WP_000804063.1,tetracycline efflux MFS transporter Tet(A),NA,NA
CIV140E6_S2_L001_assembly_contigs,NA,NODE_24_length_19428_cov_10.568831_CIV140E6_S2_L001,13717,14928,-,floR,chloramphenicol/florfenicol efflux MFS transporter FloR,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,404,404,100,100,404,WP_000214119.1,chloramphenicol/florfenicol efflux MFS transporter FloR,NA,NA
CIV140E6_S2_L001_assembly_contigs,NA,NODE_28_length_10934_cov_4.907745_CIV140E6_S2_L001,931,1488,+,dfrA23,trimethoprim-resistant dihydrofolate reductase DfrA23,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,186,186,100,100,186,WP_001143450.1,trimethoprim-resistant dihydrofolate reductase DfrA23,NA,NA
CIV140E6_S2_L001_assembly_contigs,NA,NODE_28_length_10934_cov_4.907745_CIV140E6_S2_L001,4632,5468,-,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100,100,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
CIV140E6_S2_L001_assembly_contigs,NA,NODE_28_length_10934_cov_4.907745_CIV140E6_S2_L001,5465,5809,-,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100,100,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
CIV140E6_S2_L001_assembly_contigs,NA,NODE_28_length_10934_cov_4.907745_CIV140E6_S2_L001,5936,6724,-,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001209508.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
CIV140E6_S2_L001_assembly_contigs,NA,NODE_28_length_10934_cov_4.907745_CIV140E6_S2_L001,6744,7541,-,blaOXA-10,oxacillin-hydrolyzing class D beta-lactamase OXA-10,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,266,266,100,100,266,WP_000846390.1,oxacillin-hydrolyzing class D beta-lactamase OXA-10,NA,NA
CIV140E6_S2_L001_assembly_contigs,NA,NODE_28_length_10934_cov_4.907745_CIV140E6_S2_L001,7809,9065,-,cmlA5,chloramphenicol efflux MFS transporter CmlA5,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,419,419,100,100,419,WP_012300772.1,chloramphenicol efflux MFS transporter CmlA5,NA,NA
CIV140E6_S2_L001_assembly_contigs,NA,NODE_28_length_10934_cov_4.907745_CIV140E6_S2_L001,9389,9838,-,arr-2,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,150,150,100,100,150,WP_000237816.1,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,NA,NA
CIV140E6_S2_L001_assembly_contigs,NA,NODE_31_length_6108_cov_4.730814_CIV140E6_S2_L001,936,1577,-,qnrB1,quinolone resistance pentapeptide repeat protein QnrB1,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_014386481.1,quinolone resistance pentapeptide repeat protein QnrB1,NA,NA
CIV140E6_S2_L001_assembly_contigs,NA,NODE_37_length_3970_cov_4.589383_CIV140E6_S2_L001,331,1203,+,blaCTX-M-15,extended-spectrum class A beta-lactamase CTX-M-15,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,291,291,100,100,291,WP_000239590.1,extended-spectrum class A beta-lactamase CTX-M-15,NA,NA
CIV140E6_S2_L001_assembly_contigs,NA,NODE_39_length_2782_cov_4.359322_CIV140E6_S2_L001,1827,2684,-,aac(3)-IIe,aminoglycoside N-acetyltransferase AAC(3)-IIe,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,286,286,100,100,286,WP_000557452.1,aminoglycoside N-acetyltransferase AAC(3)-IIe,NA,NA
CIV140E6_S2_L001_assembly_contigs,NA,NODE_40_length_2434_cov_5.480711_CIV140E6_S2_L001,126,566,-,catB3,type B-3 chloramphenicol O-acetyltransferase CatB3,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,147,210,70,100,147,WP_000186237.1,type B-3 chloramphenicol O-acetyltransferase CatB3,NA,NA
CIV140E6_S2_L001_assembly_contigs,NA,NODE_40_length_2434_cov_5.480711_CIV140E6_S2_L001,707,1534,-,blaOXA-1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,276,276,100,100,276,WP_001334766.1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,NA,NA
CIV140E6_S2_L001_assembly_contigs,NA,NODE_40_length_2434_cov_5.480711_CIV140E6_S2_L001,1668,2219,-,aac(6')-Ib-cr5,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,core,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,184,184,100,100,184,WP_063840321.1,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,NA,NA
CIV140E7_S24_L001_assembly_contigs,NA,NODE_23_length_19429_cov_39.630453_CIV140E7_S24_L001,4500,5711,+,floR,chloramphenicol/florfenicol efflux MFS transporter FloR,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,404,404,100,100,404,WP_000214119.1,chloramphenicol/florfenicol efflux MFS transporter FloR,NA,NA
CIV140E7_S24_L001_assembly_contigs,NA,NODE_23_length_19429_cov_39.630453_CIV140E7_S24_L001,6317,7513,-,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100,100,399,WP_000804063.1,tetracycline efflux MFS transporter Tet(A),NA,NA
CIV140E7_S24_L001_assembly_contigs,NA,NODE_23_length_19429_cov_39.630453_CIV140E7_S24_L001,8852,9685,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
CIV140E7_S24_L001_assembly_contigs,NA,NODE_23_length_19429_cov_39.630453_CIV140E7_S24_L001,9688,10488,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100,100,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
CIV140E7_S24_L001_assembly_contigs,NA,NODE_23_length_19429_cov_39.630453_CIV140E7_S24_L001,10552,11364,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100,100,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
CIV140E7_S24_L001_assembly_contigs,NA,NODE_27_length_10934_cov_10.974368_CIV140E7_S24_L001,1097,1546,+,arr-2,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,150,150,100,100,150,WP_000237816.1,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,NA,NA
CIV140E7_S24_L001_assembly_contigs,NA,NODE_27_length_10934_cov_10.974368_CIV140E7_S24_L001,1870,3126,+,cmlA5,chloramphenicol efflux MFS transporter CmlA5,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,419,419,100,100,419,WP_012300772.1,chloramphenicol efflux MFS transporter CmlA5,NA,NA
CIV140E7_S24_L001_assembly_contigs,NA,NODE_27_length_10934_cov_10.974368_CIV140E7_S24_L001,3394,4191,+,blaOXA-10,oxacillin-hydrolyzing class D beta-lactamase OXA-10,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,266,266,100,100,266,WP_000846390.1,oxacillin-hydrolyzing class D beta-lactamase OXA-10,NA,NA
CIV140E7_S24_L001_assembly_contigs,NA,NODE_27_length_10934_cov_10.974368_CIV140E7_S24_L001,4211,4999,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001209508.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
CIV140E7_S24_L001_assembly_contigs,NA,NODE_27_length_10934_cov_10.974368_CIV140E7_S24_L001,5126,5470,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100,100,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
CIV140E7_S24_L001_assembly_contigs,NA,NODE_27_length_10934_cov_10.974368_CIV140E7_S24_L001,5467,6303,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100,100,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
CIV140E7_S24_L001_assembly_contigs,NA,NODE_27_length_10934_cov_10.974368_CIV140E7_S24_L001,9447,10004,-,dfrA23,trimethoprim-resistant dihydrofolate reductase DfrA23,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,186,186,100,100,186,WP_001143450.1,trimethoprim-resistant dihydrofolate reductase DfrA23,NA,NA
CIV140E7_S24_L001_assembly_contigs,NA,NODE_30_length_6105_cov_11.579458_CIV140E7_S24_L001,4529,5170,+,qnrB1,quinolone resistance pentapeptide repeat protein QnrB1,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_014386481.1,quinolone resistance pentapeptide repeat protein QnrB1,NA,NA
CIV140E7_S24_L001_assembly_contigs,NA,NODE_36_length_3969_cov_12.323269_CIV140E7_S24_L001,2767,3639,-,blaCTX-M-15,extended-spectrum class A beta-lactamase CTX-M-15,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,291,291,100,100,291,WP_000239590.1,extended-spectrum class A beta-lactamase CTX-M-15,NA,NA
CIV140E7_S24_L001_assembly_contigs,NA,NODE_38_length_2853_cov_10.497432_CIV140E7_S24_L001,170,1027,+,aac(3)-IIe,aminoglycoside N-acetyltransferase AAC(3)-IIe,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,286,286,100,100,286,WP_000557452.1,aminoglycoside N-acetyltransferase AAC(3)-IIe,NA,NA
CIV140E7_S24_L001_assembly_contigs,NA,NODE_39_length_2435_cov_12.944541_CIV140E7_S24_L001,217,768,+,aac(6')-Ib-cr5,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,core,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,184,184,100,100,184,WP_063840321.1,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,NA,NA
CIV140E7_S24_L001_assembly_contigs,NA,NODE_39_length_2435_cov_12.944541_CIV140E7_S24_L001,902,1729,+,blaOXA-1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,276,276,100,100,276,WP_001334766.1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,NA,NA
CIV140E7_S24_L001_assembly_contigs,NA,NODE_39_length_2435_cov_12.944541_CIV140E7_S24_L001,1870,2310,+,catB3,type B-3 chloramphenicol O-acetyltransferase CatB3,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,147,210,70,100,147,WP_000186237.1,type B-3 chloramphenicol O-acetyltransferase CatB3,NA,NA
CIV140U1_S14_L001_assembly_contigs,NA,NODE_24_length_19428_cov_32.725817_CIV140U1_S14_L001,8064,8876,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100,100,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
CIV140U1_S14_L001_assembly_contigs,NA,NODE_24_length_19428_cov_32.725817_CIV140U1_S14_L001,8940,9740,+,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100,100,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
CIV140U1_S14_L001_assembly_contigs,NA,NODE_24_length_19428_cov_32.725817_CIV140U1_S14_L001,9743,10576,+,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
CIV140U1_S14_L001_assembly_contigs,NA,NODE_24_length_19428_cov_32.725817_CIV140U1_S14_L001,11915,13111,+,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100,100,399,WP_000804063.1,tetracycline efflux MFS transporter Tet(A),NA,NA
CIV140U1_S14_L001_assembly_contigs,NA,NODE_24_length_19428_cov_32.725817_CIV140U1_S14_L001,13717,14928,-,floR,chloramphenicol/florfenicol efflux MFS transporter FloR,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,404,404,100,100,404,WP_000214119.1,chloramphenicol/florfenicol efflux MFS transporter FloR,NA,NA
CIV140U1_S14_L001_assembly_contigs,NA,NODE_28_length_10934_cov_14.674193_CIV140U1_S14_L001,1097,1546,+,arr-2,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,150,150,100,100,150,WP_000237816.1,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,NA,NA
CIV140U1_S14_L001_assembly_contigs,NA,NODE_28_length_10934_cov_14.674193_CIV140U1_S14_L001,1870,3126,+,cmlA5,chloramphenicol efflux MFS transporter CmlA5,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,419,419,100,100,419,WP_012300772.1,chloramphenicol efflux MFS transporter CmlA5,NA,NA
CIV140U1_S14_L001_assembly_contigs,NA,NODE_28_length_10934_cov_14.674193_CIV140U1_S14_L001,3394,4191,+,blaOXA-10,oxacillin-hydrolyzing class D beta-lactamase OXA-10,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,266,266,100,100,266,WP_000846390.1,oxacillin-hydrolyzing class D beta-lactamase OXA-10,NA,NA
CIV140U1_S14_L001_assembly_contigs,NA,NODE_28_length_10934_cov_14.674193_CIV140U1_S14_L001,4211,4999,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001209508.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
CIV140U1_S14_L001_assembly_contigs,NA,NODE_28_length_10934_cov_14.674193_CIV140U1_S14_L001,5126,5470,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100,100,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
CIV140U1_S14_L001_assembly_contigs,NA,NODE_28_length_10934_cov_14.674193_CIV140U1_S14_L001,5467,6303,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100,100,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
CIV140U1_S14_L001_assembly_contigs,NA,NODE_28_length_10934_cov_14.674193_CIV140U1_S14_L001,9447,10004,-,dfrA23,trimethoprim-resistant dihydrofolate reductase DfrA23,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,186,186,100,100,186,WP_001143450.1,trimethoprim-resistant dihydrofolate reductase DfrA23,NA,NA
CIV140U1_S14_L001_assembly_contigs,NA,NODE_31_length_6105_cov_16.229174_CIV140U1_S14_L001,4529,5170,+,qnrB1,quinolone resistance pentapeptide repeat protein QnrB1,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_014386481.1,quinolone resistance pentapeptide repeat protein QnrB1,NA,NA
CIV140U1_S14_L001_assembly_contigs,NA,NODE_36_length_3969_cov_14.338365_CIV140U1_S14_L001,331,1203,+,blaCTX-M-15,extended-spectrum class A beta-lactamase CTX-M-15,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,291,291,100,100,291,WP_000239590.1,extended-spectrum class A beta-lactamase CTX-M-15,NA,NA
CIV140U1_S14_L001_assembly_contigs,NA,NODE_38_length_2853_cov_14.328687_CIV140U1_S14_L001,170,1027,+,aac(3)-IIe,aminoglycoside N-acetyltransferase AAC(3)-IIe,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,286,286,100,100,286,WP_000557452.1,aminoglycoside N-acetyltransferase AAC(3)-IIe,NA,NA
CIV140U1_S14_L001_assembly_contigs,NA,NODE_39_length_2435_cov_19.562392_CIV140U1_S14_L001,126,566,-,catB3,type B-3 chloramphenicol O-acetyltransferase CatB3,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,147,210,70,100,147,WP_000186237.1,type B-3 chloramphenicol O-acetyltransferase CatB3,NA,NA
CIV140U1_S14_L001_assembly_contigs,NA,NODE_39_length_2435_cov_19.562392_CIV140U1_S14_L001,707,1534,-,blaOXA-1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,276,276,100,100,276,WP_001334766.1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,NA,NA
CIV140U1_S14_L001_assembly_contigs,NA,NODE_39_length_2435_cov_19.562392_CIV140U1_S14_L001,1668,2219,-,aac(6')-Ib-cr5,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,core,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,184,184,100,100,184,WP_063840321.1,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,NA,NA
CIV141E6_S16_L001_assembly_contigs,NA,NODE_23_length_19428_cov_10.625097_CIV141E6_S16_L001,8064,8876,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100,100,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
CIV141E6_S16_L001_assembly_contigs,NA,NODE_23_length_19428_cov_10.625097_CIV141E6_S16_L001,8940,9740,+,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100,100,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
CIV141E6_S16_L001_assembly_contigs,NA,NODE_23_length_19428_cov_10.625097_CIV141E6_S16_L001,9743,10576,+,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
CIV141E6_S16_L001_assembly_contigs,NA,NODE_23_length_19428_cov_10.625097_CIV141E6_S16_L001,11915,13111,+,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100,100,399,WP_000804063.1,tetracycline efflux MFS transporter Tet(A),NA,NA
CIV141E6_S16_L001_assembly_contigs,NA,NODE_23_length_19428_cov_10.625097_CIV141E6_S16_L001,13717,14928,-,floR,chloramphenicol/florfenicol efflux MFS transporter FloR,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,404,404,100,100,404,WP_000214119.1,chloramphenicol/florfenicol efflux MFS transporter FloR,NA,NA
CIV141E6_S16_L001_assembly_contigs,NA,NODE_27_length_10934_cov_12.781253_CIV141E6_S16_L001,1097,1546,+,arr-2,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,150,150,100,100,150,WP_000237816.1,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,NA,NA
CIV141E6_S16_L001_assembly_contigs,NA,NODE_27_length_10934_cov_12.781253_CIV141E6_S16_L001,1870,3126,+,cmlA5,chloramphenicol efflux MFS transporter CmlA5,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,419,419,100,100,419,WP_012300772.1,chloramphenicol efflux MFS transporter CmlA5,NA,NA
